"INSTITUCIONET E ARSIMIT
 TE LARTE PUBLIK",FAKULTETI,ID E PROGRAMIT TË  STUDIMIT ,"EMERTIMI I PROGRAMIT
 TË  STUDIMIT ",INDEKSI I PROFILIT,LLOJI SHKOLLES,KOEFICIENTET
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,6,GJIMNAZ GJUHËSOR,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,9,SHKOLLË PEDAGOGJIKE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,10,HOTELERI-TURIZËM,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,12,MEKANIKË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,13,ELEKTROTEKNIKË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,14,ELEKTRONIKË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,15,PËRPUNIM DRURI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,16,NDËRTIM,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,18,TEKNOLOGJI USHQIMORE,1.1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,19,BUJQËSI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,21,VETERINARI,1.1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,22,GJEODEZI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,24,LLOGARI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,25,SHËRBIME BANKARE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,26,ADMINSITRIM BIZNESI ,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,27,RRJETE TË DHËNASH,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,30,SILVIKULTURË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,31,"HARRY FULTZ, BIZNES",1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,32,"HARRY FULTZ, ELEKTRONIKË",1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,33,"HARRY FULTZ, AUTOMEKANIK",1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,006, Biologji ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,1,GJIMNAZ,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1.2
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,6,GJIMNAZ GJUHËSOR,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,9,SHKOLLË PEDAGOGJIKE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,10,HOTELERI-TURIZËM,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,12,MEKANIKË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,13,ELEKTROTEKNIKË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,14,ELEKTRONIKË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,15,PËRPUNIM DRURI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,16,NDËRTIM,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,18,TEKNOLOGJI USHQIMORE,1.2
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,19,BUJQËSI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,21,VETERINARI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,22,GJEODEZI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,24,LLOGARI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,25,SHËRBIME BANKARE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,26,ADMINSITRIM BIZNESI ,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,27,RRJETE TË DHËNASH,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,30,SILVIKULTURË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,31,"HARRY FULTZ, BIZNES",1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,32,"HARRY FULTZ, ELEKTRONIKË",1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,33,"HARRY FULTZ, AUTOMEKANIK",1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,007, Bioteknologji  ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,1,GJIMNAZ,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,6,GJIMNAZ GJUHËSOR,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,9,SHKOLLË PEDAGOGJIKE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,10,HOTELERI-TURIZËM,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,12,MEKANIKË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,13,ELEKTROTEKNIKË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,14,ELEKTRONIKË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,15,PËRPUNIM DRURI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,16,NDËRTIM,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,18,TEKNOLOGJI USHQIMORE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,19,BUJQËSI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,21,VETERINARI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,22,GJEODEZI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,24,LLOGARI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,25,SHËRBIME BANKARE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,26,ADMINSITRIM BIZNESI ,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,27,RRJETE TË DHËNASH,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,30,SILVIKULTURË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,31,"HARRY FULTZ, BIZNES",1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,32,"HARRY FULTZ, ELEKTRONIKË",1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,33,"HARRY FULTZ, AUTOMEKANIK",1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,008, Matematikë ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,1,GJIMNAZ,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,6,GJIMNAZ GJUHËSOR,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,9,SHKOLLË PEDAGOGJIKE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,10,HOTELERI-TURIZËM,1.1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,11,SHËRBIME MJETESH TRANSPORTI,1.2
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,12,MEKANIKË,1.2
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,13,ELEKTROTEKNIKË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,14,ELEKTRONIKË,1.2
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,15,PËRPUNIM DRURI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,16,NDËRTIM,1.2
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,18,TEKNOLOGJI USHQIMORE,1.1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,19,BUJQËSI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,21,VETERINARI,1.1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,22,GJEODEZI,1.2
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1.1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,24,LLOGARI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,25,SHËRBIME BANKARE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,26,ADMINSITRIM BIZNESI ,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,27,RRJETE TË DHËNASH,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,30,SILVIKULTURË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,31,"HARRY FULTZ, BIZNES",1.2
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,32,"HARRY FULTZ, ELEKTRONIKË",1.3
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,33,"HARRY FULTZ, AUTOMEKANIK",1.3
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.3
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,009, Fizikë ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,1,GJIMNAZ,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1.2
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,6,GJIMNAZ GJUHËSOR,1.2
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,9,SHKOLLË PEDAGOGJIKE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,10,HOTELERI-TURIZËM,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,12,MEKANIKË,1.1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,13,ELEKTROTEKNIKË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,14,ELEKTRONIKË,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,15,PËRPUNIM DRURI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,16,NDËRTIM,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,18,TEKNOLOGJI USHQIMORE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,19,BUJQËSI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,21,VETERINARI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,22,GJEODEZI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,24,LLOGARI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,25,SHËRBIME BANKARE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,26,ADMINSITRIM BIZNESI ,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,27,RRJETE TË DHËNASH,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,30,SILVIKULTURË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,31,"HARRY FULTZ, BIZNES",1.1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,32,"HARRY FULTZ, ELEKTRONIKË",1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,33,"HARRY FULTZ, AUTOMEKANIK",1.1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,010, Informatikë ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,1,GJIMNAZ,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,6,GJIMNAZ GJUHËSOR,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,9,SHKOLLË PEDAGOGJIKE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,10,HOTELERI-TURIZËM,1.1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,12,MEKANIKË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,13,ELEKTROTEKNIKË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,14,ELEKTRONIKË,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,15,PËRPUNIM DRURI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,16,NDËRTIM,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,18,TEKNOLOGJI USHQIMORE,1.2
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,19,BUJQËSI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,21,VETERINARI,1
UNIVERSITETI I TIRANËS,FAKULTETI I SHKENCAVE NATYRORE,011, Kimi ,22,GJEODEZI,1
